voyageID,captainName,fromPlace,toPlace,voyageStartDate,nationality,shipName
20196,Andrs Vlez,Montevideo,La Corua,1776-04-19,Spanish,Diligencia,,
20197,Jos de Merino,Montevideo,La Corua,1776-07-28,Spanish,San Fernando,Paquebot,
20198,Jos Antonio de Llanos,Montevideo,La Corua,1776-10-01,Spanish,La Cantabria,Fragata correo,
20199,Francisco de Llanos,Montevideo,La Corua,1776-11-22,Spanish,La Diana,Fragata correo,
20200,Jos de las Casas,Montevideo,La Corua,1776-12-11,Spanish,El Quiros,Fragata correo,
20201,Andrs Vlez,Montevideo,La Corua,1777-01-12,Spanish,Diligencia,,
20202,Jos Rodr_guez Sol_s,Montevideo,La Corua,1777-03-13,Spanish,Infanta,Fragata correo,
20203,Manuel de Abona,Montevideo,La Corua,1777-05-14,Spanish,PRINCIPE,Fragata correo,
20204,Luis Antonio de Musquez,Montevideo,La Corua,1777-09-12,Spanish,La Cantabria,Fragata correo,
20205,Francisco de Llanos,Montevideo,La Corua,1777-10-09,Spanish,El Grimaldi,Paquebot,
20206,Juan Antonio Gonzlez,Montevideo,La Corua,1777-12-08,Spanish,La Diana,Fragata correo,
20207,Jos de Santelices,Montevideo,La Corua,1778-03-05,Spanish,Diligencia,,
20208,Jos Antonio de Llanos,Montevideo,La Corua,1778-04-16,Spanish,LA PRINCESA,FRAGATA,
20209,Manuel de Abona,Montevideo,La Corua,1778-06-27,Spanish,El Tucuman,Fragata correo,
20210,Manuel de Abona,Montevideo,La Corua,1778-06-27,Spanish,San Fernando,Paquebot,
20211,Jos de Santelices,Montevideo,La Corua,1778-08-21,Spanish,Diligencia,,
20212,Manuel Fernndez Trelles,Montevideo,La Corua,1778-09-27,Spanish,La Cantabria,Fragata correo,
20213,Francisco de Llanos,Montevideo,La Corua,1778-12-12,Spanish,La Diana,Fragata correo,
20214,Mateo de Urcullu,Montevideo,La Corua,1779-02-16,Spanish,Diligencia,,
20215,Juan Antonio Gonzlez,Montevideo,La Corua,1779-04-07,Spanish,LA PRINCESA,FRAGATA,
20216,Jos de Merino,Montevideo,La Corua,1779-06-20,Spanish,Infanta,Fragata correo,
20217,Francisco de Llanos,Montevideo,La Corua,1779-11-01,Spanish,La Cantabria,Fragata correo,
20218,Manuel de Abona,Montevideo,La Corua,1779-12-07,Spanish,Tenerife,Paquebot,
20219,Antonio Albuerne,Montevideo,La Corua,1780-02-08,Spanish,El Grimaldi,Paquebot,
20220,Vicente de Uraga,Montevideo,La Corua,1780-11-05,Spanish,El Real Carlos,Paquebot,
20221,Jos de las Casas,Montevideo,La Corua,1781-02-08,Spanish,CORTES,Fragata correo,
20222,Jos de Santalices,Montevideo,La Corua,1781-05-05,Spanish,PRINCIPE,Fragata correo,
20223,Francisco Antonio Abello,Montevideo,La Corua,1781-10-09,Spanish,San Fernando,Paquebot,
20224,Manuel Fernandez Trelles,Montevideo,La Corua,1782-04-18,Spanish,San Pedro y San Pablo,Fragata Correo,
20225,Juan Antonio Gonzlez,Montevideo,La Corua,1782-10-15,Spanish,Tenerife,Paquebot,
20226,Jos de Santalices ,Montevideo,La Corua,1784-09-03,Spanish,Diligencia,,
20227,Manuel Fernndez Trelles,Montevideo,La Corua,1785-09-22,Spanish,Maria Magdalena,FRAGATA,
20228,Francisco de Llanos,Montevideo,La Corua,1786-03-30,Spanish,La Cantabria,Fragata correo,
20229,Manuel de Abona,Montevideo,La Corua,1786-05-26,Spanish,EL AGUILA,FRAGATA/ CORREO,
20230,Juan A. Gonzlez,Montevideo,La Corua,1786-08-26,Spanish,Infanta,Fragata correo,
20231,Ignacio Prez,Montevideo,La Corua,1786-09-27,Spanish,El Patagon,Paquebot,
20232,Pedro del Barco,Montevideo,La Corua,1786-12-29,Spanish,LA PRINCESA,FRAGATA,
20233,Juan Tutzo,Montevideo,La Corua,1787-06-23,Spanish,EL AGUILA,FRAGATA/ CORREO,
20234,Manuel Fernndez Trelles,Montevideo,La Corua,1787-12-09,Spanish,Maria Magdalena,FRAGATA,
20235,Luis Antonio de Musquez,Montevideo,La Corua,1787-12-26,Spanish,La Cantabria,Fragata correo,
20236,Jacinto de Vargas Machuca,Montevideo,La Corua,1788-02-15,Spanish,LA PRINCESA,FRAGATA,
20237,Luis Antonio de Musquez,Montevideo,La Corua,1788-05-12,Spanish,La Cantabria,Fragata correo,
20238,Manuel Fernndez Trelles,Montevideo,La Corua,1788-10-08,Spanish,EL AGUILA,FRAGATA/ CORREO,
20239,Juan Tuxzo,Montevideo,La Corua,1789-04-27,Spanish,EL PIZARRO,Fragata Correo,
20240,Francisco Antonio Abello,Montevideo,La Corua,1789-06-10,Spanish,EL AGUILA,FRAGATA/ CORREO,
20241,Juan Antonio Gonzlez,Montevideo,La Corua,1789-08-24,Spanish,Infanta,Fragata correo,
20242,Manuel Fernndez Trelles,Montevideo,La Corua,1789-10-08,Spanish,EL COLON 2?,Fragata correo,
20243,Juan Tutzo,Montevideo,La Corua,1790-04-15,Spanish,La Cantabria,Fragata correo,
20244,Mart_n Bad_a,Montevideo,La Corua,1790-06-02,Spanish,La Diana,Fragata correo,
20245,Luis Antonio Musquez,Montevideo,La Corua,1790-08-05,Spanish,EL AGUILA,FRAGATA/ CORREO,
20246,Luis Antonio Musquez,Montevideo,La Corua,1793-03-19,Spanish,LA PRINCESA,FRAGATA,
20247,Pedro del Barco,Montevideo,La Corua,1793-10-03,Spanish,EL AGUILA,FRAGATA/ CORREO,
20248,Jos Suarez Quir_s,Montevideo,La Corua,1794-09-24,Spanish,Infanta,Fragata correo,
20249,Luis de Videgaray,Montevideo,La Corua,1795-03-17,Spanish,EL PIZARRO,Fragata Correo,
20250,Pedro del Barco,Montevideo,La Corua,1796-03-22,Spanish,El Rey,Fragata correo,
20251,Luis de Videgaray,Montevideo,La Corua,1796-09-13,Spanish,El Patagon,Paquebot,
20252,Manuel Fernndez Trelles,Montevideo,La Corua,1796-11-06,Spanish,La Cantabria,Fragata correo,
20253,Juan Manuel  de las Cagigas,Montevideo,La Corua,1798-08-18,Spanish,CORTES,Fragata correo,
20254,Juan Manuel de las Cagigas,Montevideo,La Corua,1798-08-18,Spanish,CORTES,Fragata correo,
20255,Charles Elphinstone,Montevideo,Table Bay,1800-12-10,British,Diomede,4th rate,RN
20256,Josias Rowley,Montevideo,Table Bay,1807-08-02,British,Raisonable,3rd rate,RN
20257,,Montevideo,Valparaiso,1825-01-08,Dutch,Maria Reigersbergen,Fregat,ADM
20258,Jacobus Boelen,Montevideo,Valparaiso,1827-01-05,Dutch,Wilhelmina en Maria,Fregatschip,MER
20259,Basil Hall,Montevideo,Valpariso,1820-11-12,British,Conway,6th rate,RN
20260,Cayetano Antunez,Montevideo ,La Corua,1768-06-19,Spanish,LA PRINCESA,FRAGATA,
20261,,MONTEVIDEO,BAHA DE CDIZ,1778-06-30,Spanish,SERIO,NAVO,
20262,MARTIN DE LASTARRIA,MONTEVIDEO,CADIZ,1778-03-12,Spanish,SANTO DOMINGO,BUQUE,
20263,JULIAN PARREO Y CASTRO,MONTEVIDEO,CADIZ,1778-04-03,Spanish,LIEBRE,FRAGATA,
20264,,MONTEVIDEO,CADIZ,1778-04-21,Spanish,DESCONOCIDO-04,NAVIO,
20265,JOSE DE PUERTAS,MONTEVIDEO,CADIZ,1778-04-21,Spanish,SAN JOSE,NAVIO,
20266,,MONTEVIDEO,CALLAO (LIMA),1774-11-29,Spanish,SAN PEDRO DE ALCANTARA,NAVO,
20267,,MONTEVIDEO,CDIZ,1772-04-18,Spanish,DESCONOCIDO-13,,
20268,BENITO ANTONIO DE LIRA,MONTEVIDEO,CDIZ,1777-05-06,Spanish,ANDALUZ,CHAMBEQUN,
20269,MARTN DE LAZTARRA,MONTEVIDEO,CDIZ,1778-03-12,Spanish,SANTO DOMINGO,BUQUE,
20270,LOYGORRI,MONTEVIDEO,CDIZ,1778-04-01,Spanish,LIEBRE,FRAGATA,
20271,DESCONOCIDO,MONTEVIDEO,CDIZ,1778-04-21,Spanish,DESCONOCIDO-24,DESCONOCIDO,
20272,DESCONOCIDO,MONTEVIDEO,CDIZ,1778-04-21,Spanish,SANTA TERESA,PAQUEBOTE,
20273,FRANCISCO VANZES,MONTEVIDEO,CDIZ,1778-04-21,Spanish,SANT JOSEPH,NAVO,
20274,FRANCISCO EVIAS,MONTEVIDEO,CDIZ,1778-05-05,Spanish,DESCONOCIDO-14,,
20275,ANDR_S DE LLANO,MONTEVIDEO,CDIZ,1778-05-06,Spanish,EL HOPP,BERGANTN,
20276,BENITO ANTONIO DE LIRA,MONTEVIDEO,CDIZ,1778-05-06,Spanish,EL ANDALUZ,CHAMBEQUN,
20277,DESCONOCIDO,MONTEVIDEO,CDIZ,1778-06-30,Spanish,SANTA MARGARITA,FRAGATA,
20278,EDUARDO LINCH,MONTEVIDEO,CDIZ,1778-06-30,Spanish,SANTA MARGARITA,FRAGATA,
20279,,MONTEVIDEO,CDIZ,1783-02-24,Spanish,SANTA BALVINA,FRAGATA,
20280,,MONTEVIDEO,CDIZ,1794-06-21,Spanish,SANTA GERTRUDIS,FRAGATA,
20281,,MONTEVIDEO,CDIZ,1794-06-22,Spanish,DESCONOCIDO-16,FRAGATA,
20282,JOSE BUSTILLOS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS),1774-10-20,Spanish,SANTA PERPETUA,FRAGATA,
20283,RAMIREZ DE ARELLANO,MONTEVIDEO,ESPAA (CDIZ?),1778-04-27,Spanish,SANTA GERTRUDIS,FRAGATA,
20284,,MONTEVIDEO,ISLA DEL PRINCIPE (GUINEA),1778-04-17,Spanish,DESCONOCIDO-03,FRAGATA,
20285,,MONTEVIDEO,ISLA DE SANTA CATALINA,1777-03-21,Spanish,SERIO,NAVO,
20286,FRANCISCO DE BORJA,MONTEVIDEO,ISLA SANTA CATALINA (BRASIL),1777-05-08,Spanish,SAN DMASO,,
20287,FRANCISCO DE BORJA,MONTEVIDEO,ISLA SANTA CATALINA (BRASIL),1777-05-09,Spanish,SAN DMASO,,
20288,FRANCISCO DE BORJA,MONTEVIDEO,ISLA SANTA CATALINA (BRASIL),1778-03-11,Spanish,SAN DMASO,,
20289,LUIS RAMREZ DE ARELLANO,MONTEVIDEO,ISLA SANTA CATALINA (BRASIL) Y VUELTA,1777-05-10,Spanish,SANTA GERTRUDIS,FRAGATA,
20290,LUIS RAMREZ DE ARELLANO,MONTEVIDEO,ISLA SANTA CATALINA (BRASIL)Y VUELTA,1777-05-10,Spanish,SANTA GERTRUDIS,FRAGATA,
20291,DOMINGO BONECHEA,MONTEVIDEO,ISLAS MALVINAS,1768-01-02,Spanish,EL AGUILA,FRAGATA/ CORREO,
20292,FIDEL DE ESLAVA,MONTEVIDEO,LA CONCEPCIN DE CHILE Y EL CALLAO DE LIMA,1769-12-26,Spanish,SEPTENTRIN,NAVO,
20293,JOSEPH (QUEBEC?),MONTEVIDEO,LA CORUA,1798-01-11,Spanish,SANTA CLARA,FRAGATA,
20294,DOMINGO COLOMBO,MONTEVIDEO,LA HABANA,1793-12-12,Spanish,EL JUPITER,FRAGATA,
20295,DOMINGO COLOMBO,MONTEVIDEO,LA HABANA,1793-12-13,Spanish,EL JUPITER,FRAGATA,
20296,,MONTEVIDEO,SANBORONBOM - MONTEVIDEO,1805-03-09,Spanish,DESCONOCIDO-06,PAQUEBOTE,
20297,JOSE BUSTILLOS,MONTEVIDEO,SANTA CATALINA,1776-11-05,Spanish,SANTA PERPETUA,FRAGATA,
20298,FRANCISCO BANCES CANDAMO,MONTEVIDEO,SANTA CATALINA,1777-05-10,Spanish,SAN JOSE,NAVIO,
20299,MARQU_S DE CASA TILLY,MONTEVIDEO,SANTA CATALINA,1777-05-10,Spanish,SAN JOSEPH,DESCONOCIDO,
20300,MARTIN LAZTARRIA,MONTEVIDEO,SANTA CATALINA,1777-05-10,Spanish,SANTO DOMINGO,BUQUE,
20301,DESCONOCIDO,MONTEVIDEO,SANTA CATALINA,1777-09-06,Spanish,SANTA TERESA,PAQUEBOTE,
20302,,MONTEVIDEO,SANTA CATALINA,1778-06-06,Spanish,SANTA ROSALA,FRAGATA,
20303,,MONTEVIDEO,SANTA CATALINA Y DE ALL A ESPAA,1778-03-09,Spanish,PERPETUA,FRAGATA,
20304,DESCONOCIDO,MONTEVIDEO.,CADIZ,1778-04-21,Spanish,SANTA TERESA,PAQUEBOTE,
20305,DOMINGO COLOMBO,MONTEVIDEO.,LA HABANA,1793-12-13,Spanish,EL JUPITER,FRAGATA,
20306,F Reynolds,Montserat,Spithead,1772-06-10,British,Quebec,5th rate,RN
20307,,Moose,Gravesend,1771-10-08,British,Prince Rupert,,Hudson Bay Company
20308,,Moose,Gravesend,1774-10-02,British,Prince Rupert,,Hudson Bay Company
20309,,Moose,Gravesend,1778-10-07,British,Prince Rupert,,Hudson Bay Company
20310,,Moose,Gravesend,1780-10-14,British,Prince Rupert,,Hudson Bay Company
20311,,Moose,Gravesend ,1794-10-03,British,Queen Charlotte,,Hudson Bay Company
20312,John Tedd,Morandava (Madagascar),Gombroon,1750-07-29,British,Ilchester,,EIC
20313,MARTIN DE LASTARRIA,MORAO DE COPIAPO,EL CALLAO,1790-05-03,Spanish,LA ATREVIDA,CORVETA,
20314,Dugald Macdougall,Motherbank,Bengal,1807-09-18,British,Tigris,,EIC
20315,John Blanshard,Motherbank,Bombay via Johanna,1777-05-06,British,York,,EIC
20316,Peter Sampson,Motherbank,Madras,1801-04-04,British,Dover Castle,,EIC
20317,George Welstead,Motherbank,Madras,1803-09-30,British,Euphrates,,EIC
20318,Dugald Macdougall,Motherbank,Madras,1810-03-15,British,Tigris,,EIC
20319,Dugald Macdougall,Motherbank,Madras,1814-06-11,British,Tigris,,EIC
20320,Henry Leigh,Motherbank,St Helena,1803-08-31,British,Georgina,,EIC
20321,William Harington,Motherwell,Madras,1782-11-11,British,General Coote,,EIC
20322,William Harington,Motherwell,Madras,1783-11-11,British,General Coote,,EIC
20323,James Alms,Moubat,Bombay,1781-12-06,British,Monmouth,3rd Rate,RN
20324,William Lyall,"Murrays Anchorage, Bermuda",Egg Island,1804-02-23,British,Lilly,sloop,RN
20325,,Muscat,Bombay,1770-06-04,British,Stag,5th rate,RN
20326,Thomas Underwood,Muscat,Bombay,1773-04-18,British,Swallow,Sloop,RN
20327,Jacobus Buijs,Nagapatnam,Coromandel,1753-10-07,Dutch,Spaarzaamheid,,
20328,,Nagasaki,Batavia,1825-12-20,Dutch,Vasco de Gama,,Particulier
20329,,Nagasaki,Batavia,1833-12-05,Dutch,Prinses Marianne,,
20330,H.P. Visser,Nagasaki,Batavia,1834-12-11,Dutch,Dortenaar,Fregat,Particulier
20331,J. t Hart,Nagepatnam,Bellesoor,1755-08-01,Dutch,Hercules,,VOC
20332,M. De Medine,Nantasken,Busque,1788-09-27,French,La Favorite,,
20333,Ch.DEsnos,Nantes,Guadeloupe,1767-10-08,French,LIndiscrette,,
20334,Mark Robinson,Nantusket,New York,1771-09-09,British,Fowey,6th Rate,RN
20335,Elmer M. Mooij,Narvick,Rotterdam,1787-02-05,Dutch,Frankendaal,,WHA
20336,R.W Taylor,"Nassau, Bahamas",Spithead,1802-02-10,British,Stork,Sloop,RN
20337,John Stuart,Near Madeira,Antigua,1805-05-15,British,Decade,5th Rate,RN
20338,J. Boelen,Nederland,Batavia,1820-04-13,Dutch,Delphina,,
20339,N.P. Blommendal,Nederland,Batavia,1822-01-08,Dutch,Dolfijn,Korvet,ADM
20340,D. Leeuwerik,Nederland,Batavia,1831-09-09,Dutch,Cornelia Sara,,
20341,Koopman,Nederland,Batavia,1834-11-10,Dutch,Diana,5th rate,MAR
20342,A. Hazekamp,Nederland,Batavia,1835-12-21,Dutch,Anna,,
20343,Ampt,Nederland,Batavia,1836-10-07,Dutch,Castor,Fregat,Marine
20344,F.H. Ampt,Nederland,Batavia,1836-10-07,Dutch,Castor,Fregat,ADM
20345,J.J. Rotgans,Nederland,Batavia,1838-11-12,Dutch,Egmond,,
20346,H. Reinierssen,Nederland,Batavia,1840-06-10,Dutch,Formosa,,
20347,G. den Berger,Nederland,Batavia,1840-07-11,Dutch,Argo,5th rate,ADM
20348,G. Abrahams,Nederland,Batavia,1840-07-30,Dutch,Zeeuw,,Marine
20349,G. den Berger,Nederland,Batavia,1840-12-03,Dutch,Argo,5th rate,ADM
20350,J.H.F. Frucht,Nederland,Batavia,1841-12-31,Dutch,Windhond,Brigantijn,ADM
20351,H.R. Mankman,Nederland,Batavia,1842-04-05,Dutch,Amstel,,
20352,L.J. Rotgans,Nederland,Batavia,1842-09-25,Dutch,Plancius,,
20353,Abrahams,Nederland,Batavia,1843-02-23,Dutch,Zeeuw,,Marine
20354,L.J. Rotgans,Nederland,Batavia,1843-07-25,Dutch,Plancius,,
20355,Enslie,Nederland,Batavia,1845-02-18,Dutch,Ceres,,ADM
20356,Kramer,Nederland,Batavia,1845-05-12,Dutch,Nieuw Lekkerland,,MER
20357,Reiniersen,Nederland,Batavia,1845-06-20,Dutch,Formosa,,
20358,L.J. Rotgans,Nederland,Batavia,1846-03-11,Dutch,Plancius,,
20359,,Nederland,Batavia,1846-09-21,Dutch,Batavia,,MAR
20360,A.H. Huyman,Nederland,Batavia,1847-03-08,Dutch,Etna,Stoomschip,
20361,C.J. Blok,Nederland,Batavia,1847-07-16,Dutch,s-Gravenhage,,MER
20362,,Nederland,Batavia,1847-12-16,Dutch,Unknown-06,,
20363,,Nederland,Batavia,1847-12-23,Dutch,Saparoea,Schoener,MAR
20364,,Nederland,Batavia,1848-10-13,Dutch,Sambre,Fregat,MAR
20365,P.M. van der Haak,Nederland,Batavia,1848-10-13,Dutch,Ambon,Schoener,
20366,M.B. Hoffman,Nederland,Batavia,1849-05-12,Dutch,Nieuw Lekkerland,,
20367,G. Abrahams Jr.,Nederland,Batavia,1849-06-03,Dutch,Amicitia,,
20368,Giezen,Nederland,Batavia,1849-06-25,Dutch,Koning Willem II,,
20369,C. Abrahams,Nederland,Batavia,1851-08-18,Dutch,Azia,,
20370,G.C. Alvarez,Nederland,Batavia,1851-11-02,Dutch,Lansier,Schoenerbrik,
20371,A.P. Klein,Nederland,Batavia,1851-12-04,Dutch,Magdalena,,
20372,,Nederland,Batavia,1852-03-06,Dutch,Prins Veldmaarschalk,,
20373,Zeeman,Nederland,Batavia,1852-08-19,Dutch,Jan Daniel,,
20374,C. Abrahams,Nederland,Batavia,1852-09-25,Dutch,Azia,,
20375,L.J. Rotgans,Nederland,Batavia,1852-11-14,Dutch,Plancius,,
20376,C. Abrahams,Nederland,Batavia,1853-11-01,Dutch,Azia,,
20377,L.L. Spengler,Nederland,Bilbao,1815-07-01,Dutch,Irene,Brik,
20378,,Nederland,Cadiz,1846-07-05,Dutch,Sambre,Fregat,MAR
20379,J. Modera,Nederland,Cadiz,1847-04-18,Dutch,Dordrecht,,MAR
20380,A.J. Smit van den Broecke,Nederland,Cura_ao,1852-02-10,Dutch,Gedeh,Stoomschip,MAR
20381,Robijn,Nederland,Curacao,1803-03-22,Dutch,Wolf,,MAR
20382,,Nederland,Elmina,1802-01-10,Dutch,Atalante,Brik,ADM
20383,J.T.C. Wardenburg,Nederland,Elmina,1818-10-22,Dutch,Dolfijn,Korvet,MAR
20384,F. Fokkens,Nederland,Elmina,1840-04-02,Dutch,Menado,,
20385,A. Schaap Mz.,Nederland,Fort Axim,1839-05-28,Dutch,Jacobus,,
20386,,Nederland,Guinea,1753-08-24,Dutch,Prins Willem V,,MCC
20387,,Nederland,Guinea,1761-03-15,Dutch,Prins Willem V,,MCC
20388,Cornelis van Hayen,Nederland,Guinea,1773-08-08,Dutch,Welmeenende,Snauw,MCC
20389,,Nederland,Gulf of Guinea,1764-05-31,Dutch,Zanggodin,,MCC
20390,,Nederland,Gulf of Guinea,1768-10-02,Dutch,Zanggodin,,MCC
20391,,Nederland,Gulf of Guinea,1769-01-20,Dutch,Vrouwe Johanna Cores,Fregat,MCC
20392,J. van Sprang,Nederland,Gulf of Guinea,1771-01-12,Dutch,Zanggodin,,MCC
20393,L. Pieterse,Nederland,Hampton,1802-01-05,Dutch,Joan de Witt,,MAR
20394,,Nederland,Ivoorkust,1840-04-07,Dutch,Curacao,Steamer,Marine
20395,A.A. Bolken,Nederland,Ivoorkust,1840-04-07,Dutch,Curacao,Steamer,MAR
20396,Koops,Nederland,Java,1842-11-20,Dutch,Palembang,Fregat,Marine
20397,Ebels,Nederland,Java,1844-06-23,Dutch,Anna,,
20398,,Nederland,Java,1846-05-31,Dutch,Unknown-01,,Marine
20399,Reiniersen,Nederland,Java,1847-05-02,Dutch,Formosa,,
20400,L.J. Rotgans,Nederland,Java,1848-03-06,Dutch,Plancius,,
20401,J. Hensing,Nederland,Java,1849-05-01,Dutch,Buitenzorg,,MER
20402,M.B. Hoffman,Nederland,Java,1850-07-11,Dutch,Nieuw Lekkerland,,MER
20403,A. Schaap,Nederland,Kaap Apollonia,1838-04-24,Dutch,Rhoon en Pendrecht,,MER
20404,,Nederland,Kaap de Goede Hoop,1831-12-30,Dutch,Meermin,,ADM
20405,Limburg Stirum,Nederland,Kaap de Goede Hoop,1844-01-10,Dutch,Haay,Brik,Marine
20406,C. Abrahams jr.,Nederland,Kaap de Goede Hoop,1850-04-10,Dutch,Amicitia,,
20407,J. Poort,Nederland,Kaap de Goede Hoop,1851-09-05,Dutch,Mercator,Bark,
20408,De Berger,Nederland,Kaapstad,1840-12-11,Dutch,Argo,5th rate,Marine
20409,C.J. Berghuis,Nederland,Lerwick,1846-04-12,Dutch,Aruba,Schoener,
20410,F.H. Ampt,Nederland,Marseille,1836-02-04,Dutch,Castor,Fregat,ADM
20411,L.L. Spengler,Nederland,Middellandse zee,1816-09-20,Dutch,Irene,Brik,
20412,J.F.Q. Bouricius,Nederland,Middellandse zee,1844-06-05,Dutch,Jason,,
20413,I. Hensing,Nederland,Nederlands Indi,1849-08-08,Dutch,Unknown-02,,
20414,F.P.J. Jaski,Nederland,Newport,1851-07-30,Dutch,Stad Utrecht,,
20415,,Nederland,New York,1815-07-03,Dutch,Attelante,Brik,Thomas Brouw en Zn.
20416,,Nederland,Noordzee,1847-06-28,Dutch,Sambre,Fregat,MAR
20417,,Nederland,Noordzee,1848-07-16,Dutch,Sambre,Fregat,MAR
20418,W. Tieman,Nederland,Oost Indie,1829-07-25,Dutch,Rupel,Fregat,MAR
20419,F.C. Zwaanshals,Nederland,Padang,1833-09-04,Dutch,Palembang,Fregat,ADM
20420,Van Diemer,Nederland,Padang,1833-09-04,Dutch,Palembang,Fregat,Marine
20421,C. van der Hart,Nederland,Paramaribo,1841-02-24,Dutch,Dordrecht,,MAR
20422,C. van der Hart,Nederland,Paramaribo,1842-06-14,Dutch,Dordrecht,,MAR
20423,C. van der Hart,Nederland,Paramaribo,1843-09-21,Dutch,Dordrecht,,MAR
20424,Anemaet,Nederland,Rio de Janeiro,1831-12-25,Dutch,Heldin,Korvet,MAR
20425,J.G. Huijs,Nederland,Rio de Janeiro,1831-12-25,Dutch,Heldin,Korvet,ADM
20426,Paling,Nederland,Rio de Janeiro,1835-05-19,Dutch,Boreas,6th Rate,MAR
20427,H.J. Jolly,Nederland,Rio de Janeiro,1843-12-25,Dutch,Boreas,6th Rate,MAR
20428,J.F.Q. Bouricius,Nederland,Rio de Janeiro,1845-06-03,Dutch,Jason,,
20429,C. van der Hart,Nederland,Rio de Janeiro,1846-12-08,Dutch,Argo,5th rate,
20430,J.P. Huijs,Nederland,Rio de Janeiro,1848-10-12,Dutch,Boreas,6th Rate,MAR
20431,Ebels,Nederland,Rio de la Plata,1845-05-11,Dutch,Anna,,
20432,Zuilen van Nijeveld,Nederland,Siera Leone,1816-08-22,Dutch,Ajax,Korvet,ADM
20433,E. Lucas,Nederland,Sierra Leone,1828-05-16,Dutch,Sumatra-Java,Fregat,MAR
20434,P.J. Boursse Wils,Nederland,Simonsbaai,1852-03-11,Dutch,Jacoba,,
20435,Aron Vogelsang,Nederland,St Eustasius,1756-09-23,Dutch,Haarlemmerhout,,ADM
20436,C. Eeg,Nederland,St George dElmina,1824-08-13,Dutch,Pollux,,MAR
20437,F. Mathijssen,Nederland,St George dElmina,1837-06-30,Dutch,Anthony,,
20438,F. Fokkens,Nederland,St George dElmina,1837-11-08,Dutch,Elisabeth,,
20439,J.F. Klomp,Nederland,St George dElmina,1840-10-09,Dutch,Anthony,,
20440,C.M. Borghorst,Nederland,St George dElmina,1841-08-20,Dutch,Jacobus,,
20441,D. Charlau,Nederland,St George dElmina,1841-12-31,Dutch,Europa,,MER
20442,J.F. Klomp,Nederland,St George dElmina,1844-11-05,Dutch,Anthony,,MER
20443,J.G. Schr_der,Nederland,St George dElmina,1846-01-12,Dutch,Willem,,
20444,G. T. Hinxt,Nederland,Suriname,1802-09-03,Dutch,Serpent,Schoener,MAR
20445,L.L. Spengler,Nederland,Suriname,1815-11-24,Dutch,Irene,Brik,
20446,J. W. Moll,Nederland,Suriname,1827-04-27,Dutch,Curacao,Steamer,ADM
20447,J. van der Straaten,Nederland,Suriname,1828-05-02,Dutch,Koerier,,MAR
20448,J.P. Muller,Nederland,Suriname,1832-04-25,Dutch,Pegasus,Brik,MAR
20449,Arriens,Nederland,Suriname,1835-05-17,Dutch,Maas,Fregat,MAR
20450,I.P. Machielsen,Nederland,Suriname,1837-10-20,Dutch,Algiers,Fregat,
20451,J. Galus,Nederland,Suriname,1838-12-11,Dutch,Gier,Brik,MAR
20452,,Nederland,Suriname,1840-12-30,Dutch,Venus,Brik,MAR
20453,J. Galus,Nederland,Suriname,1841-08-20,Dutch,Gier,Brik,MAR
20454,C. van der Hart,Nederland,Suriname,1844-09-02,Dutch,Dordrecht,,MAR
20455,I.A. Houtman,Nederland,Suriname,1845-07-06,Dutch,Meermin,,MAR
20456,C. van der Hart,Nederland,Suriname,1845-07-20,Dutch,Dordrecht,,MAR
20457,S.J. Rijsen,Nederland,Suriname,1848-01-19,Dutch,Dordrecht,,MAR
20458,A. van Wachendorf van Rijn,Nederland,Suriname,1848-07-25,Dutch,Schorpioen,Schoener,
20459,C.J. Berghuis,Nederland,Suriname,1851-04-01,Dutch,Atalante,Brik,
20460,,Nederland,Suriname,1852-03-05,Dutch,Koerier,,MAR
20461,J. F. D. Bouricius,Nederland,Tafelbaai,1848-10-12,Dutch,Prins Van Oranje,Fregat,Marine
20462,A.J. Smit van den Broecke,Nederland,Tanger,1852-09-18,Dutch,Gedeh,Stoomschip,MAR
20463,,Nederland,West Afrika,1751-12-16,Dutch,Prins Willem V,,MCC
20464,,Nederland,Zuiden,1816-09-21,Dutch,Prins van Oranje,,ADM
20465,I. Hensing,Nederlands Indi,Nederland,1850-02-13,Dutch,Unknown-02,,
20466,Roger Mainwaring,Negrais Burma,Madras,1754-03-11,British,Colchester,,EIC
20467,Pieter de Moor,Netherlands,St Andries,1756-04-21,Dutch,Vliegende Faam,,MCC
20468,,Nevis,Start Point,1752-05-01,British,Glasgow,,RN
20469,James Cook,New Caledonia,New Zealand,1774-10-12,British,Resolution,3rd Rate,RN
20470,D. Ochtman,New Castle,Singapore (via Anger),1852-04-09,Dutch,Stad Zierikzee,,
20471,Francis William Drake,Newfoundland,Lisbon,1750-10-04,British,Mercury,,RN
20472,,Newfoundland,St Pauls island,1766-08-03,British,Favourite,sloop,RN
20473,William Parker,Newfoundland,Virginia,1806-08-10,British,Amazon,5th Rate,RN
20474,John Charles Roberts,New London,Carlisle Bay,1815-02-21,British,Pylades,sloop,RN
20475,,"New London, Connecticut",Plymouth,1815-03-12,British,Superb,3rd rate,RN
20476,F.P.J. Jaski,Newport,St Thomas,1851-09-13,Dutch,Stad Utrecht,,
20477,D. Ochtman,New Port,Valparaiso,1850-07-13,Dutch,Stad Zierikzee,,
